type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg,last_updated
Census Tract,39061021302,White,36,2020-08-30,0,0,2021-02-13
Census Tract,39061021302,White,37,2020-09-06,0,0,2021-02-13
Census Tract,39061021302,White,38,2020-09-13,0,0,2021-02-13
Census Tract,39061021302,White,39,2020-09-20,0,0.2,2021-02-13
Census Tract,39061021302,White,40,2020-09-27,0,0,2021-02-13
Census Tract,39061021302,White,41,2020-10-04,0,0,2021-02-13
Census Tract,39061021302,White,42,2020-10-11,0,0,2021-02-13
Census Tract,39061021302,White,43,2020-10-18,0,0,2021-02-13
Census Tract,39061021302,White,44,2020-10-25,0,0,2021-02-13
Census Tract,39061021302,White,45,2020-11-01,0,0,2021-02-13
Census Tract,39061021302,White,46,2020-11-08,0,0,2021-02-13
Census Tract,39061021302,White,47,2020-11-15,0,0.2,2021-02-13
Census Tract,39061021302,White,48,2020-11-22,0,0,2021-02-13
Census Tract,39061021302,White,49,2020-11-29,0,0,2021-02-13
Census Tract,39061021302,White,50,2020-12-06,0,0,2021-02-13
Census Tract,39061021302,White,51,2020-12-13,0,0,2021-02-13
Census Tract,39061021302,White,52,2020-12-20,0,0,2021-02-13
Census Tract,39061021302,White,53,2020-12-27,0,0,2021-02-13
Census Tract,39061021302,White,54,2021-01-03,0,0.2,2021-02-13
Census Tract,39061021302,White,55,2021-01-10,0,0.2,2021-02-13
Census Tract,39061021302,White,56,2021-01-17,0,0,2021-02-13
Census Tract,39061021302,White,57,2021-01-24,0,0,2021-02-13
Census Tract,39061021302,White,58,2021-01-31,0,0,2021-02-13
Census Tract,39061021302,White,59,2021-02-07,0,0,2021-02-13
Census Tract,39061021303,White,1,2019-12-29,0,0,2021-02-13
Census Tract,39061021303,White,2,2020-01-05,0,0,2021-02-13
Census Tract,39061021303,White,3,2020-01-12,0,0.2,2021-02-13
Census Tract,39061021303,White,4,2020-01-19,0,0.2,2021-02-13
Census Tract,39061021303,White,5,2020-01-26,0,0.2,2021-02-13
Census Tract,39061021303,White,6,2020-02-02,0,0,2021-02-13
Census Tract,39061021303,White,7,2020-02-09,0,0,2021-02-13
Census Tract,39061021303,White,8,2020-02-16,0,0.2,2021-02-13
Census Tract,39061021303,White,9,2020-02-23,1,0,2021-02-13
Census Tract,39061021303,White,10,2020-03-01,1,0,2021-02-13
Census Tract,39061021303,White,11,2020-03-08,0,0,2021-02-13
Census Tract,39061021303,White,12,2020-03-15,0,0.2,2021-02-13
Census Tract,39061021303,White,13,2020-03-22,0,0,2021-02-13
Census Tract,39061021303,White,14,2020-03-29,0,0.2,2021-02-13
Census Tract,39061021303,White,15,2020-04-05,0,0,2021-02-13
Census Tract,39061021303,White,16,2020-04-12,0,0.2,2021-02-13
Census Tract,39061021303,White,17,2020-04-19,0,0,2021-02-13
Census Tract,39061021303,White,18,2020-04-26,0,0,2021-02-13
Census Tract,39061021303,White,19,2020-05-03,0,0,2021-02-13
Census Tract,39061021303,White,20,2020-05-10,0,0.2,2021-02-13
Census Tract,39061021303,White,21,2020-05-17,0,0,2021-02-13
Census Tract,39061021303,White,22,2020-05-24,0,0.2,2021-02-13
Census Tract,39061021303,White,23,2020-05-31,0,0.2,2021-02-13
Census Tract,39061021303,White,24,2020-06-07,0,0,2021-02-13
Census Tract,39061021303,White,25,2020-06-14,0,0,2021-02-13
Census Tract,39061021303,White,26,2020-06-21,0,0,2021-02-13
Census Tract,39061021303,White,27,2020-06-28,0,0.2,2021-02-13
Census Tract,39061021303,White,28,2020-07-05,0,0.4,2021-02-13
Census Tract,39061021303,White,29,2020-07-12,1,0.2,2021-02-13
Census Tract,39061021303,White,30,2020-07-19,0,0.4,2021-02-13
Census Tract,39061021303,White,31,2020-07-26,0,0.2,2021-02-13
Census Tract,39061021303,White,32,2020-08-02,0,0.2,2021-02-13
Census Tract,39061021303,White,33,2020-08-09,0,0.2,2021-02-13
Census Tract,39061021303,White,34,2020-08-16,0,0.2,2021-02-13
Census Tract,39061021303,White,35,2020-08-23,0,0.2,2021-02-13
Census Tract,39061021303,White,36,2020-08-30,0,0,2021-02-13
Census Tract,39061021303,White,37,2020-09-06,0,0.2,2021-02-13
Census Tract,39061021303,White,38,2020-09-13,1,0.4,2021-02-13
Census Tract,39061021303,White,39,2020-09-20,0,0.2,2021-02-13
Census Tract,39061021303,White,40,2020-09-27,0,0.2,2021-02-13
Census Tract,39061021303,White,41,2020-10-04,0,0.2,2021-02-13
Census Tract,39061021303,White,42,2020-10-11,0,0.4,2021-02-13
Census Tract,39061021303,White,43,2020-10-18,0,0,2021-02-13
Census Tract,39061021303,White,44,2020-10-25,0,0,2021-02-13
Census Tract,39061021303,White,45,2020-11-01,0,0.2,2021-02-13
Census Tract,39061021303,White,46,2020-11-08,0,0.2,2021-02-13
Census Tract,39061021303,White,47,2020-11-15,0,0,2021-02-13
Census Tract,39061021303,White,48,2020-11-22,0,0.2,2021-02-13
Census Tract,39061021303,White,49,2020-11-29,0,0,2021-02-13
Census Tract,39061021303,White,50,2020-12-06,0,0,2021-02-13
Census Tract,39061021303,White,51,2020-12-13,0,0,2021-02-13
Census Tract,39061021303,White,52,2020-12-20,0,0,2021-02-13
Census Tract,39061021303,White,53,2020-12-27,0,0,2021-02-13
Census Tract,39061021303,White,54,2021-01-03,0,0,2021-02-13
Census Tract,39061021303,White,55,2021-01-10,2,0,2021-02-13
Census Tract,39061021303,White,56,2021-01-17,0,0.4,2021-02-13
Census Tract,39061021303,White,57,2021-01-24,0,0,2021-02-13
Census Tract,39061021303,White,58,2021-01-31,0,0.2,2021-02-13
Census Tract,39061021303,White,59,2021-02-07,0,0,2021-02-13
Census Tract,39061021304,White,1,2019-12-29,0,0.2,2021-02-13
Census Tract,39061021304,White,2,2020-01-05,0,0.8,2021-02-13
Census Tract,39061021304,White,3,2020-01-12,0,0.6,2021-02-13
Census Tract,39061021304,White,4,2020-01-19,0,0.6,2021-02-13
Census Tract,39061021304,White,5,2020-01-26,0,0.2,2021-02-13
Census Tract,39061021304,White,6,2020-02-02,1,0.4,2021-02-13
Census Tract,39061021304,White,7,2020-02-09,0,0.2,2021-02-13
Census Tract,39061021304,White,8,2020-02-16,0,0.6,2021-02-13
Census Tract,39061021304,White,9,2020-02-23,0,0,2021-02-13
Census Tract,39061021304,White,10,2020-03-01,0,0.6,2021-02-13
Census Tract,39061021304,White,11,2020-03-08,1,0,2021-02-13
Census Tract,39061021304,White,12,2020-03-15,0,0,2021-02-13
Census Tract,39061021304,White,13,2020-03-22,0,0,2021-02-13
Census Tract,39061021304,White,14,2020-03-29,0,0,2021-02-13
Census Tract,39061021304,White,15,2020-04-05,0,0,2021-02-13
Census Tract,39061021304,White,16,2020-04-12,0,0.8,2021-02-13
Census Tract,39061021304,White,17,2020-04-19,1,0,2021-02-13
Census Tract,39061021304,White,18,2020-04-26,0,0,2021-02-13
Census Tract,39061021304,White,19,2020-05-03,0,1.4,2021-02-13
Census Tract,39061021304,White,20,2020-05-10,0,0,2021-02-13
Census Tract,39061021304,White,21,2020-05-17,0,0.4,2021-02-13
Census Tract,39061021304,White,22,2020-05-24,0,0.4,2021-02-13
Census Tract,39061021304,White,23,2020-05-31,0,1,2021-02-13
Census Tract,39061021304,White,24,2020-06-07,0,0.4,2021-02-13
Census Tract,39061021304,White,25,2020-06-14,0,0.2,2021-02-13
Census Tract,39061021304,White,26,2020-06-21,0,0.2,2021-02-13
Census Tract,39061021304,White,27,2020-06-28,0,0.8,2021-02-13
Census Tract,39061021304,White,28,2020-07-05,0,1,2021-02-13
Census Tract,39061021304,White,29,2020-07-12,0,0.2,2021-02-13
Census Tract,39061021304,White,30,2020-07-19,0,0.4,2021-02-13
Census Tract,39061021304,White,31,2020-07-26,0,0.4,2021-02-13
Census Tract,39061021304,White,32,2020-08-02,0,0.6,2021-02-13
Census Tract,39061021304,White,33,2020-08-09,0,0.4,2021-02-13
Census Tract,39061021304,White,34,2020-08-16,0,1.4,2021-02-13
Census Tract,39061021304,White,35,2020-08-23,0,0.4,2021-02-13
Census Tract,39061021304,White,36,2020-08-30,1,1,2021-02-13
Census Tract,39061021304,White,37,2020-09-06,0,0.6,2021-02-13
Census Tract,39061021304,White,38,2020-09-13,0,0.2,2021-02-13
Census Tract,39061021304,White,39,2020-09-20,0,0.2,2021-02-13
Census Tract,39061021304,White,40,2020-09-27,0,0,2021-02-13
Census Tract,39061021304,White,41,2020-10-04,0,0.8,2021-02-13
Census Tract,39061021304,White,42,2020-10-11,0,0.2,2021-02-13
Census Tract,39061021304,White,43,2020-10-18,0,1.2,2021-02-13
Census Tract,39061021304,White,44,2020-10-25,0,0,2021-02-13
Census Tract,39061021304,White,45,2020-11-01,0,0.4,2021-02-13
Census Tract,39061021304,White,46,2020-11-08,0,0.6,2021-02-13
Census Tract,39061021304,White,47,2020-11-15,0,0.6,2021-02-13
Census Tract,39061021304,White,48,2020-11-22,0,0.4,2021-02-13
Census Tract,39061021304,White,49,2020-11-29,1,0.2,2021-02-13
Census Tract,39061021304,White,50,2020-12-06,0,0.8,2021-02-13
Census Tract,39061021304,White,51,2020-12-13,1,0.4,2021-02-13
Census Tract,39061021304,White,52,2020-12-20,0,0,2021-02-13
Census Tract,39061021304,White,53,2020-12-27,1,0,2021-02-13
Census Tract,39061021304,White,54,2021-01-03,0,1,2021-02-13
Census Tract,39061021304,White,55,2021-01-10,1,0.6,2021-02-13
Census Tract,39061021304,White,56,2021-01-17,0,0.4,2021-02-13
Census Tract,39061021304,White,57,2021-01-24,0,0.2,2021-02-13
Census Tract,39061021304,White,58,2021-01-31,0,0.6,2021-02-13
Census Tract,39061021304,White,59,2021-02-07,0,0.2,2021-02-13
Census Tract,39061021401,White,1,2019-12-29,0,0.4,2021-02-13
Census Tract,39061021401,White,2,2020-01-05,1,0,2021-02-13
Census Tract,39061021401,White,3,2020-01-12,0,0.6,2021-02-13
Census Tract,39061021401,White,4,2020-01-19,0,1.4,2021-02-13
Census Tract,39061021401,White,5,2020-01-26,2,1,2021-02-13
Census Tract,39061021401,White,6,2020-02-02,0,0.2,2021-02-13
Census Tract,39061021401,White,7,2020-02-09,1,1,2021-02-13
Census Tract,39061021401,White,8,2020-02-16,3,2.6,2021-02-13
Census Tract,39061021401,White,9,2020-02-23,0,0.8,2021-02-13
Census Tract,39061021401,White,10,2020-03-01,0,0.4,2021-02-13
Census Tract,39061021401,White,11,2020-03-08,2,1.2,2021-02-13
Census Tract,39061021401,White,12,2020-03-15,0,0.4,2021-02-13
Census Tract,39061021401,White,13,2020-03-22,0,0.2,2021-02-13
Census Tract,39061021401,White,14,2020-03-29,1,0.2,2021-02-13
Census Tract,39061021401,White,15,2020-04-05,0,1.2,2021-02-13
Census Tract,39061021401,White,16,2020-04-12,0,0.8,2021-02-13
Census Tract,39061021401,White,17,2020-04-19,0,0.8,2021-02-13
Census Tract,39061021401,White,18,2020-04-26,2,1,2021-02-13
Census Tract,39061021401,White,19,2020-05-03,1,0.2,2021-02-13
Census Tract,39061021401,White,20,2020-05-10,2,0.8,2021-02-13
Census Tract,39061021401,White,21,2020-05-17,2,0.6,2021-02-13
Census Tract,39061021401,White,22,2020-05-24,0,0.8,2021-02-13
Census Tract,39061021401,White,23,2020-05-31,0,0.6,2021-02-13
Census Tract,39061021401,White,24,2020-06-07,0,0.6,2021-02-13
Census Tract,39061021401,White,25,2020-06-14,0,0.8,2021-02-13
Census Tract,39061021401,White,26,2020-06-21,0,1.6,2021-02-13
Census Tract,39061021401,White,27,2020-06-28,0,1,2021-02-13
Census Tract,39061021401,White,28,2020-07-05,1,2,2021-02-13
Census Tract,39061021401,White,29,2020-07-12,1,1.2,2021-02-13
Census Tract,39061021401,White,30,2020-07-19,1,0.8,2021-02-13
Census Tract,39061021401,White,31,2020-07-26,0,0.8,2021-02-13
Census Tract,39061021401,White,32,2020-08-02,1,1,2021-02-13
Census Tract,39061021401,White,33,2020-08-09,0,2,2021-02-13
Census Tract,39061021401,White,34,2020-08-16,0,0.8,2021-02-13
Census Tract,39061021401,White,35,2020-08-23,3,0.6,2021-02-13
Census Tract,39061021401,White,36,2020-08-30,1,1,2021-02-13
Census Tract,39061021401,White,37,2020-09-06,0,0.6,2021-02-13
Census Tract,39061021401,White,38,2020-09-13,0,1.4,2021-02-13
Census Tract,39061021401,White,39,2020-09-20,0,1,2021-02-13
Census Tract,39061021401,White,40,2020-09-27,0,1,2021-02-13
Census Tract,39061021401,White,41,2020-10-04,2,0.6,2021-02-13
Census Tract,39061021401,White,42,2020-10-11,0,1.6,2021-02-13
Census Tract,39061021401,White,43,2020-10-18,1,1.2,2021-02-13
Census Tract,39061021401,White,44,2020-10-25,2,0.4,2021-02-13
Census Tract,39061021401,White,45,2020-11-01,0,0.6,2021-02-13
Census Tract,39061021401,White,46,2020-11-08,2,0.8,2021-02-13
Census Tract,39061021401,White,47,2020-11-15,0,0.8,2021-02-13
Census Tract,39061021401,White,48,2020-11-22,2,0.6,2021-02-13
Census Tract,39061021401,White,49,2020-11-29,0,0.6,2021-02-13
Census Tract,39061021401,White,50,2020-12-06,0,0.8,2021-02-13
Census Tract,39061021401,White,51,2020-12-13,1,2.8,2021-02-13
Census Tract,39061021401,White,52,2020-12-20,7,0,2021-02-13
Census Tract,39061021401,White,53,2020-12-27,1,1.4,2021-02-13
Census Tract,39061021401,White,54,2021-01-03,1,0.2,2021-02-13
Census Tract,39061021401,White,55,2021-01-10,1,0.2,2021-02-13
Census Tract,39061021401,White,56,2021-01-17,0,1.2,2021-02-13
Census Tract,39061021401,White,57,2021-01-24,0,1.6,2021-02-13
Census Tract,39061021401,White,58,2021-01-31,0,0.2,2021-02-13
Census Tract,39061021401,White,59,2021-02-07,2,0.4,2021-02-13
Census Tract,39061021421,White,1,2019-12-29,0,0,2021-02-13
Census Tract,39061021421,White,2,2020-01-05,0,0,2021-02-13
Census Tract,39061021421,White,3,2020-01-12,0,0,2021-02-13
Census Tract,39061021421,White,4,2020-01-19,0,0.2,2021-02-13
Census Tract,39061021421,White,5,2020-01-26,0,0,2021-02-13
Census Tract,39061021421,White,6,2020-02-02,0,0,2021-02-13
Census Tract,39061021421,White,7,2020-02-09,0,0.2,2021-02-13
Census Tract,39061021421,White,8,2020-02-16,0,0,2021-02-13
Census Tract,39061021421,White,9,2020-02-23,0,0,2021-02-13
Census Tract,39061021421,White,10,2020-03-01,0,0,2021-02-13
Census Tract,39061021421,White,11,2020-03-08,0,0,2021-02-13
Census Tract,39061021421,White,12,2020-03-15,0,0.2,2021-02-13
Census Tract,39061021421,White,13,2020-03-22,0,0.2,2021-02-13
Census Tract,39061021421,White,14,2020-03-29,0,0.4,2021-02-13
Census Tract,39061021421,White,15,2020-04-05,0,0,2021-02-13
Census Tract,39061021421,White,16,2020-04-12,0,0.2,2021-02-13
Census Tract,39061021421,White,17,2020-04-19,0,0,2021-02-13
Census Tract,39061021421,White,18,2020-04-26,0,0,2021-02-13
Census Tract,39061021421,White,19,2020-05-03,0,0,2021-02-13
Census Tract,39061021421,White,20,2020-05-10,0,0,2021-02-13
Census Tract,39061021421,White,21,2020-05-17,0,0,2021-02-13
Census Tract,39061021421,White,22,2020-05-24,0,0,2021-02-13
Census Tract,39061021421,White,23,2020-05-31,0,0.2,2021-02-13
Census Tract,39061021421,White,24,2020-06-07,0,0,2021-02-13
Census Tract,39061021421,White,25,2020-06-14,0,0.2,2021-02-13
Census Tract,39061021421,White,26,2020-06-21,0,0,2021-02-13
Census Tract,39061021421,White,27,2020-06-28,1,0,2021-02-13
Census Tract,39061021421,White,28,2020-07-05,0,0,2021-02-13
Census Tract,39061021421,White,29,2020-07-12,0,0,2021-02-13
Census Tract,39061021421,White,30,2020-07-19,0,0,2021-02-13
Census Tract,39061021421,White,31,2020-07-26,0,0,2021-02-13
Census Tract,39061021421,White,32,2020-08-02,0,0,2021-02-13
Census Tract,39061021421,White,33,2020-08-09,0,0.2,2021-02-13
Census Tract,39061021421,White,34,2020-08-16,0,0,2021-02-13
Census Tract,39061021421,White,35,2020-08-23,0,0.2,2021-02-13
Census Tract,39061021421,White,36,2020-08-30,0,0.2,2021-02-13
Census Tract,39061021421,White,37,2020-09-06,0,0.2,2021-02-13
Census Tract,39061021421,White,38,2020-09-13,0,0,2021-02-13
Census Tract,39061021421,White,39,2020-09-20,0,0.4,2021-02-13
Census Tract,39061021421,White,40,2020-09-27,0,0.2,2021-02-13
Census Tract,39061021421,White,41,2020-10-04,0,0,2021-02-13
Census Tract,39061021421,White,42,2020-10-11,0,0.2,2021-02-13
Census Tract,39061021421,White,43,2020-10-18,0,0,2021-02-13
Census Tract,39061021421,White,44,2020-10-25,0,0,2021-02-13
Census Tract,39061021421,White,45,2020-11-01,0,0,2021-02-13
Census Tract,39061021421,White,46,2020-11-08,0,0,2021-02-13
Census Tract,39061021421,White,47,2020-11-15,0,0,2021-02-13
Census Tract,39061021421,White,48,2020-11-22,0,0.4,2021-02-13
Census Tract,39061021421,White,49,2020-11-29,1,0,2021-02-13
Census Tract,39061021421,White,50,2020-12-06,0,0,2021-02-13
Census Tract,39061021421,White,51,2020-12-13,1,0.4,2021-02-13
Census Tract,39061021421,White,52,2020-12-20,0,0.2,2021-02-13
Census Tract,39061021421,White,53,2020-12-27,0,0,2021-02-13
Census Tract,39061021421,White,54,2021-01-03,0,0,2021-02-13
Census Tract,39061021421,White,55,2021-01-10,0,0,2021-02-13
Census Tract,39061021421,White,56,2021-01-17,0,0,2021-02-13
Census Tract,39061021421,White,57,2021-01-24,0,0.2,2021-02-13
Census Tract,39061021421,White,58,2021-01-31,0,0,2021-02-13
Census Tract,39061021421,White,59,2021-02-07,0,0.2,2021-02-13
Census Tract,39061021422,White,1,2019-12-29,0,0,2021-02-13
Census Tract,39061021422,White,2,2020-01-05,0,0.8,2021-02-13
Census Tract,39061021422,White,3,2020-01-12,2,0.2,2021-02-13
Census Tract,39061021422,White,4,2020-01-19,0,0,2021-02-13
Census Tract,39061021422,White,5,2020-01-26,0,0.4,2021-02-13
Census Tract,39061021422,White,6,2020-02-02,1,0,2021-02-13
Census Tract,39061021422,White,7,2020-02-09,1,0.4,2021-02-13
Census Tract,39061021422,White,8,2020-02-16,0,0,2021-02-13
Census Tract,39061021422,White,9,2020-02-23,0,0.2,2021-02-13
Census Tract,39061021422,White,10,2020-03-01,0,0.2,2021-02-13
Census Tract,39061021422,White,11,2020-03-08,0,0.2,2021-02-13
Census Tract,39061021422,White,12,2020-03-15,0,0.6,2021-02-13
Census Tract,39061021422,White,13,2020-03-22,1,0.2,2021-02-13
Census Tract,39061021422,White,14,2020-03-29,0,0.4,2021-02-13
Census Tract,39061021422,White,15,2020-04-05,0,0,2021-02-13
Census Tract,39061021422,White,16,2020-04-12,0,0.6,2021-02-13
Census Tract,39061021422,White,17,2020-04-19,1,0,2021-02-13
Census Tract,39061021422,White,18,2020-04-26,0,0,2021-02-13
Census Tract,39061021422,White,19,2020-05-03,0,0.2,2021-02-13
Census Tract,39061021422,White,20,2020-05-10,0,1,2021-02-13
Census Tract,39061021422,White,21,2020-05-17,0,0.2,2021-02-13
Census Tract,39061021422,White,22,2020-05-24,0,0.2,2021-02-13
Census Tract,39061021422,White,23,2020-05-31,0,0.2,2021-02-13
Census Tract,39061021422,White,24,2020-06-07,0,1,2021-02-13
Census Tract,39061021422,White,25,2020-06-14,0,0.6,2021-02-13
Census Tract,39061021422,White,26,2020-06-21,0,0.4,2021-02-13
Census Tract,39061021422,White,27,2020-06-28,0,0.4,2021-02-13
Census Tract,39061021422,White,28,2020-07-05,0,0,2021-02-13
Census Tract,39061021422,White,29,2020-07-12,0,1.8,2021-02-13
Census Tract,39061021422,White,30,2020-07-19,0,0.2,2021-02-13
Census Tract,39061021422,White,31,2020-07-26,1,0.2,2021-02-13
Census Tract,39061021422,White,32,2020-08-02,1,0,2021-02-13
Census Tract,39061021422,White,33,2020-08-09,0,0.4,2021-02-13
Census Tract,39061021422,White,34,2020-08-16,0,0.6,2021-02-13
Census Tract,39061021422,White,35,2020-08-23,1,0.6,2021-02-13
Census Tract,39061021422,White,36,2020-08-30,0,0.2,2021-02-13
Census Tract,39061021422,White,37,2020-09-06,0,0,2021-02-13
Census Tract,39061021422,White,38,2020-09-13,0,0.8,2021-02-13
Census Tract,39061021422,White,39,2020-09-20,0,0.6,2021-02-13
Census Tract,39061021422,White,40,2020-09-27,0,0.2,2021-02-13
Census Tract,39061021422,White,41,2020-10-04,0,0.4,2021-02-13
Census Tract,39061021422,White,42,2020-10-11,1,1,2021-02-13
Census Tract,39061021422,White,43,2020-10-18,0,0.2,2021-02-13
Census Tract,39061021422,White,44,2020-10-25,1,0,2021-02-13
Census Tract,39061021422,White,45,2020-11-01,0,0.2,2021-02-13
Census Tract,39061021422,White,46,2020-11-08,0,0.6,2021-02-13
Census Tract,39061021422,White,47,2020-11-15,2,0.6,2021-02-13
Census Tract,39061021422,White,48,2020-11-22,0,0.6,2021-02-13
Census Tract,39061021422,White,49,2020-11-29,1,0.2,2021-02-13
Census Tract,39061021422,White,50,2020-12-06,0,0.2,2021-02-13
Census Tract,39061021422,White,51,2020-12-13,2,0.4,2021-02-13
Census Tract,39061021422,White,52,2020-12-20,0,0,2021-02-13
Census Tract,39061021422,White,53,2020-12-27,0,0.2,2021-02-13
Census Tract,39061021422,White,54,2021-01-03,0,0,2021-02-13
Census Tract,39061021422,White,55,2021-01-10,0,1,2021-02-13
Census Tract,39061021422,White,56,2021-01-17,0,0,2021-02-13
Census Tract,39061021422,White,57,2021-01-24,0,0.4,2021-02-13
Census Tract,39061021422,White,58,2021-01-31,0,0,2021-02-13
Census Tract,39061021422,White,59,2021-02-07,0,0.2,2021-02-13
Census Tract,39061021501,Other,1,2019-12-29,0,0,2021-02-13
Census Tract,39061021501,Other,2,2020-01-05,0,0.2,2021-02-13
Census Tract,39061021501,Other,3,2020-01-12,3,0.2,2021-02-13
Census Tract,39061021501,Other,4,2020-01-19,0,0.2,2021-02-13
Census Tract,39061021501,Other,5,2020-01-26,0,0.2,2021-02-13
Census Tract,39061021501,Other,6,2020-02-02,0,0.2,2021-02-13
Census Tract,39061021501,Other,7,2020-02-09,3,0,2021-02-13
Census Tract,39061021501,Other,8,2020-02-16,0,0,2021-02-13
Census Tract,39061021501,Other,9,2020-02-23,0,1.4,2021-02-13
Census Tract,39061021501,Other,10,2020-03-01,0,0.6,2021-02-13
Census Tract,39061021501,Other,11,2020-03-08,0,0,2021-02-13
Census Tract,39061021501,Other,12,2020-03-15,0,0.6,2021-02-13
Census Tract,39061021501,Other,13,2020-03-22,0,0.4,2021-02-13
Census Tract,39061021501,Other,14,2020-03-29,0,0.8,2021-02-13
Census Tract,39061021501,Other,15,2020-04-05,3,0,2021-02-13
Census Tract,39061021501,Other,16,2020-04-12,0,0.4,2021-02-13
Census Tract,39061021501,Other,17,2020-04-19,0,0.6,2021-02-13
Census Tract,39061021501,Other,18,2020-04-26,0,0.8,2021-02-13
Census Tract,39061021501,Other,19,2020-05-03,0,1.4,2021-02-13
Census Tract,39061021501,Other,20,2020-05-10,3,0.6,2021-02-13
Census Tract,39061021501,Other,21,2020-05-17,0,0.2,2021-02-13
Census Tract,39061021501,Other,22,2020-05-24,0,0.6,2021-02-13
Census Tract,39061021501,Other,23,2020-05-31,0,0,2021-02-13
Census Tract,39061021501,Other,24,2020-06-07,1,1.2,2021-02-13
Census Tract,39061021501,Other,25,2020-06-14,0,0.2,2021-02-13
Census Tract,39061021501,Other,26,2020-06-21,0,0.2,2021-02-13
Census Tract,39061021501,Other,27,2020-06-28,0,0,2021-02-13
Census Tract,39061021501,Other,28,2020-07-05,0,0.2,2021-02-13
Census Tract,39061021501,Other,29,2020-07-12,0,0,2021-02-13
Census Tract,39061021501,Other,30,2020-07-19,0,1.8,2021-02-13
Census Tract,39061021501,Other,31,2020-07-26,0,0.2,2021-02-13
Census Tract,39061021501,Other,32,2020-08-02,0,0.4,2021-02-13
Census Tract,39061021501,Other,33,2020-08-09,0,0.8,2021-02-13
Census Tract,39061021501,Other,34,2020-08-16,0,0.2,2021-02-13
Census Tract,39061021501,Other,35,2020-08-23,0,2,2021-02-13
Census Tract,39061021501,Other,36,2020-08-30,0,0.8,2021-02-13
Census Tract,39061021501,Other,37,2020-09-06,0,0.4,2021-02-13
Census Tract,39061021501,Other,38,2020-09-13,0,0,2021-02-13
Census Tract,39061021501,Other,39,2020-09-20,0,0.2,2021-02-13
Census Tract,39061021501,Other,40,2020-09-27,0,1.4,2021-02-13
Census Tract,39061021501,Other,41,2020-10-04,0,1.4,2021-02-13
Census Tract,39061021501,Other,42,2020-10-11,0,0.2,2021-02-13
Census Tract,39061021501,Other,43,2020-10-18,0,0.4,2021-02-13
Census Tract,39061021501,Other,44,2020-10-25,0,0,2021-02-13
Census Tract,39061021501,Other,45,2020-11-01,0,0,2021-02-13
Census Tract,39061021501,Other,46,2020-11-08,1,0.2,2021-02-13
Census Tract,39061021501,Other,47,2020-11-15,0,0,2021-02-13
Census Tract,39061021501,Other,48,2020-11-22,0,1.4,2021-02-13
Census Tract,39061021501,Other,49,2020-11-29,0,0.2,2021-02-13
Census Tract,39061021501,Other,50,2020-12-06,0,0.6,2021-02-13
Census Tract,39061021501,Other,51,2020-12-13,0,0,2021-02-13
Census Tract,39061021501,Other,52,2020-12-20,0,2.4,2021-02-13
Census Tract,39061021501,Other,53,2020-12-27,0,0.2,2021-02-13
Census Tract,39061021501,Other,54,2021-01-03,0,0.2,2021-02-13
Census Tract,39061021501,Other,55,2021-01-10,2,0.2,2021-02-13
Census Tract,39061021501,Other,56,2021-01-17,0,0.2,2021-02-13
Census Tract,39061021501,Other,57,2021-01-24,0,0,2021-02-13
Census Tract,39061021501,Other,58,2021-01-31,0,0.4,2021-02-13
Census Tract,39061021501,Other,59,2021-02-07,0,0,2021-02-13
Census Tract,39061021504,Black,1,2019-12-29,0,0.2,2021-02-13
Census Tract,39061021504,Black,2,2020-01-05,0,3.6,2021-02-13
Census Tract,39061021504,Black,3,2020-01-12,3,1,2021-02-13
Census Tract,39061021504,Black,4,2020-01-19,0,1,2021-02-13
Census Tract,39061021504,Black,5,2020-01-26,2,3.2,2021-02-13
Census Tract,39061021504,Black,6,2020-02-02,0,2.6,2021-02-13
Census Tract,39061021504,Black,7,2020-02-09,0,1.8,2021-02-13
Census Tract,39061021504,Black,8,2020-02-16,1,1.6,2021-02-13
Census Tract,39061021504,Black,9,2020-02-23,0,1,2021-02-13
Census Tract,39061021504,Black,10,2020-03-01,1,1.4,2021-02-13
Census Tract,39061021504,Black,11,2020-03-08,0,1,2021-02-13
Census Tract,39061021504,Black,12,2020-03-15,0,1.4,2021-02-13
Census Tract,39061021504,Black,13,2020-03-22,0,0.6,2021-02-13
Census Tract,39061021504,Black,14,2020-03-29,0,2.6,2021-02-13
Census Tract,39061021504,Black,15,2020-04-05,0,1.6,2021-02-13
Census Tract,39061021504,Black,16,2020-04-12,0,0.8,2021-02-13
Census Tract,39061021504,Black,17,2020-04-19,0,0.8,2021-02-13
Census Tract,39061021504,Black,18,2020-04-26,1,0.2,2021-02-13
Census Tract,39061021504,Black,19,2020-05-03,1,4.8,2021-02-13
Census Tract,39061021504,Black,20,2020-05-10,0,0.6,2021-02-13
Census Tract,39061021504,Black,21,2020-05-17,0,1.2,2021-02-13
Census Tract,39061021504,Black,22,2020-05-24,0,1.4,2021-02-13
Census Tract,39061021504,Black,23,2020-05-31,1,4.4,2021-02-13
Census Tract,39061021504,Black,24,2020-06-07,0,1.2,2021-02-13
Census Tract,39061021504,Black,25,2020-06-14,3,1.8,2021-02-13
Census Tract,39061021504,Black,26,2020-06-21,0,2.2,2021-02-13
Census Tract,39061021504,Black,27,2020-06-28,0,3.6,2021-02-13
