GEO_FIPS,Geo_QName,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,SE_A10024_001,SE_A10024_002,SE_A10024_003,SE_A10024_004,SE_A10024_005,SE_A10024_006,SE_A10024_007,SE_A10024_008,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A10044_001,SE_A10044_002,SE_A10044_003,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,SE_B18002_001,SE_B18002_002,SE_B18002_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,SE_A10062B_001
39035101101,Census Tract 1011.01,2243,2243,18985.46,0.1181430184,951,342,126,216,66,150,609,342,267,951,539,154,108,40,27,44,39,27561,27561,36667,16282,,,,40208,,27083,37250,1059,951,108,815,55,371,148,205,36,815,148,205,2130,531,212,305,335,222,525,663,213,450,638,327,311,0,0,0,245,245,0,0,0,0,248,99,149,336,164,172,451,219,232,591,172,419,1768
39035101102,Census Tract 1011.02,4800,4800,9384.383,0.5114880841,2724,884,689,195,59,136,1840,1092,748,2724,1406,913,238,136,0,0,31,49457,49457,54077,28728,,,,,8716,13064,54638,3038,2724,314,1769,39,1229,194,229,78,1769,194,229,4800,390,287,160,274,545,3144,3502,397,3105,296,132,164,57,10,47,66,30,36,29,29,0,173,0,173,677,239,438,676,194,482,3349,293,3056,2591
39035101200,Census Tract 1012,2867,2867,5720.046,0.5012196968,1704,455,321,134,36,98,1249,581,668,1704,1162,270,104,72,72,0,24,24803,24803,33750,10375,,,,11436,,18504,40592,1891,1704,187,1256,23,540,283,316,94,1256,283,316,2858,294,128,601,520,194,1121,1757,385,1372,593,438,155,3,3,0,10,10,0,0,0,0,344,155,189,151,32,119,887,383,504,1312,169,1143,2095
39035101300,Census Tract 1013,1830,1830,7561.985,0.2419999629,947,255,141,114,37,77,692,347,345,947,577,220,39,78,25,8,0,27396,27396,32000,22237,,,,17981,36250,,31083,1179,947,232,798,5,329,198,220,46,798,198,220,1694,118,176,127,220,310,743,931,182,749,598,179,419,0,0,0,71,10,61,0,0,0,60,50,10,34,0,34,211,55,156,810,182,628,1270
39035101400,Census Tract 1014,2071,2071,4193.534,0.49385557,836,498,151,347,80,267,338,253,85,836,259,275,154,95,35,18,0,31154,31154,33705,27361,,21250,,,,33277,34548,1008,836,172,549,5,259,50,138,97,549,50,138,2045,420,124,78,451,308,664,1079,278,801,724,308,416,13,13,0,41,0,41,0,0,0,71,0,71,117,23,94,459,168,291,749,139,610,1459
39035101501,Census Tract 1015.01,2169,2169,11072.62,0.1958885524,959,475,255,220,75,145,484,283,201,959,385,279,100,171,9,7,8,24620,24620,26250,23917,,32917,,,,42422,24773,1056,959,97,610,18,203,143,192,54,610,143,192,2144,208,112,414,298,257,855,1240,426,814,516,206,310,23,0,23,84,0,84,0,0,0,111,36,75,170,66,104,497,95,402,1055,405,650,1360
39035101603,Census Tract 1016.03,2672,2672,11194.69,0.2386845036,871,555,208,347,39,308,316,158,158,871,212,272,106,100,85,43,53,32802,32802,32115,31607,,,,35792,33438,31071,34063,1101,871,230,515,31,187,54,194,49,515,54,194,2672,421,253,402,315,496,785,1534,540,994,623,313,310,0,0,0,0,0,0,0,0,0,323,182,141,192,41,151,583,253,330,1321,469,852,1572
39035101700,Census Tract 1017,2622,2622,9348.078,0.2804854694,1119,587,215,372,15,357,532,247,285,1119,435,303,128,164,82,7,0,22069,22069,28333,19195,,,,,,23409,28750,1375,1119,256,945,42,233,86,518,66,945,86,518,2622,466,160,510,359,297,830,1009,238,771,1263,699,564,7,0,7,0,0,0,0,0,0,307,199,108,36,0,36,488,248,240,952,189,763,2163
39035101800,Census Tract 1018,2713,2713,9411.062,0.2882777835,979,589,185,404,96,308,390,232,158,979,342,320,144,44,55,74,0,24403,24403,31765,15774,,,,29236,,27917,35813,1309,979,330,657,36,112,205,244,60,657,205,244,2564,554,290,438,368,161,753,1477,693,784,779,558,221,0,0,0,0,0,0,0,0,0,203,6,197,105,25,80,590,174,416,1103,525,578,1557
39035101901,Census Tract 1019.01,1574,1574,8047.887,0.1955792845,621,360,147,213,33,180,261,164,97,621,247,174,57,71,47,7,18,36382,36382,37885,26200,,,,45625,,45313,36875,789,621,168,394,21,175,115,63,20,394,115,63,1574,208,133,208,107,237,681,1039,381,658,227,76,151,0,0,0,30,22,8,0,0,0,216,17,199,62,53,9,638,177,461,678,221,457,972
39035102101,Census Tract 1021.01,3227,3227,12230.74,0.2638433074,1330,721,246,475,212,263,609,280,329,1330,492,317,267,193,26,35,0,38889,38889,39872,38902,,,,,,32042,39637,1601,1330,271,715,22,345,102,201,45,715,102,201,3192,190,315,366,319,642,1360,1957,466,1491,806,287,519,22,0,22,0,0,0,0,0,0,203,118,85,204,0,204,841,315,526,1404,277,1127,1773
39035102102,Census Tract 1021.02,2565,2565,8071.743,0.3177752175,1111,562,226,336,76,260,549,317,232,1111,441,351,102,103,80,34,0,37132,37132,40702,31146,,,,,,,40214,1284,1111,173,586,0,257,132,187,10,586,132,187,2565,136,202,166,405,518,1138,1641,330,1311,574,111,463,1,1,0,54,11,43,0,0,0,217,51,166,78,0,78,645,183,462,1249,198,1051,1403
39035102200,Census Tract 1022,3093,3093,9008.639,0.343337112,1136,793,352,441,164,277,343,133,210,1136,313,271,292,86,102,72,0,39651,39651,48929,26394,,,,,,47692,48438,1370,1136,234,428,0,159,140,129,0,428,140,129,3069,237,131,463,184,217,1837,1476,155,1321,619,323,296,0,0,0,212,89,123,0,0,0,544,98,446,218,166,52,879,124,755,1141,129,1012,1219
39035102300,Census Tract 1023,2184,2184,12441.02,0.1755483037,817,506,172,334,87,247,311,178,133,817,272,238,104,82,59,26,36,35774,35774,43155,28590,,,,26492,24531,31875,42639,1021,817,204,548,0,258,74,165,51,548,74,165,2173,275,226,95,483,401,693,1269,419,850,501,135,366,0,0,0,54,28,26,0,0,0,158,9,149,191,5,186,779,143,636,801,291,510,1510
39035102401,Census Tract 1024.01,2093,2093,10462.95,0.2000391508,805,510,270,240,60,180,295,142,153,805,262,192,163,114,31,19,24,30646,30646,31155,31042,,,,16713,,20813,33167,910,805,105,423,13,119,115,143,33,423,115,143,2093,238,382,328,288,271,586,1404,609,795,344,177,167,42,0,42,45,45,0,0,0,0,85,46,39,173,71,102,564,256,308,1024,454,570,1160
39035102402,Census Tract 1024.02,3908,3908,15185.62,0.2573486827,1241,792,303,489,77,412,449,251,198,1241,319,264,257,191,81,68,61,29637,29637,29663,32095,,,,24435,42083,,30938,1371,1241,130,768,0,298,153,295,22,768,153,295,3888,739,50,483,1240,581,795,1561,349,1212,1123,671,452,0,0,0,249,87,162,0,0,0,271,73,198,684,92,592,1032,221,811,1306,287,1019,2231
39035102700,Census Tract 1027,3995,3995,5199.308,0.7683715137,1625,756,314,442,98,344,869,539,330,1625,697,389,268,112,45,18,96,23145,23145,22019,19286,,,,53333,56840,26400,23239,1966,1625,341,1110,0,405,232,441,32,1110,232,441,3985,803,1010,216,750,238,968,2678,1356,1322,835,487,348,79,79,0,16,0,16,0,0,0,249,64,185,128,43,85,1418,827,591,1705,700,1005,2612
39035102800,Census Tract 1028,1894,1894,10867.67,0.1742784136,646,410,156,254,75,179,236,125,111,646,212,105,158,37,79,28,27,22115,22115,26023,,,,,22566,,19167,26420,843,646,197,446,0,113,129,171,33,446,129,171,1894,458,358,138,443,124,373,988,490,498,454,196,258,78,46,32,0,0,0,0,0,0,293,178,115,81,44,37,882,582,300,529,176,353,1386
39035102900,Census Tract 1029,1924,1924,9681.615,0.1987271756,704,461,196,265,68,197,243,162,81,704,202,186,157,74,27,27,31,35278,35278,41563,20882,,,,28571,,36250,42708,899,704,195,442,22,184,58,169,9,442,58,169,1924,363,181,176,247,199,758,1357,452,905,289,118,171,21,0,21,0,0,0,0,0,0,202,105,97,55,45,10,898,314,584,749,277,472,1296
39035103100,Census Tract 1031,1294,1294,5009.191,0.2583251351,566,239,181,58,0,58,327,173,154,566,265,139,66,75,0,0,21,50063,50063,63500,,,,,,51458,45313,66354,695,566,129,380,0,269,57,54,0,380,57,54,1286,86,0,220,103,128,749,850,65,785,213,57,156,109,109,0,0,0,0,0,0,0,0,0,0,114,75,39,158,119,39,808,55,753,950
39035103300,Census Tract 1033,2481,2481,12859.8,0.1929267626,1273,490,50,440,97,343,783,413,370,1273,611,420,99,107,0,36,0,14946,14946,81176,12577,,,,,,,77067,1392,1273,119,1149,136,612,175,114,112,1149,175,114,2481,505,638,169,285,39,845,635,111,524,1589,1123,466,40,40,0,84,0,84,0,0,0,0,0,0,133,38,95,145,110,35,603,111,492,2220
39035103400,Census Tract 1034,2369,2369,9276.486,0.2553768589,1101,385,167,218,9,209,716,415,301,1101,464,357,162,52,54,12,0,39353,39353,46434,31019,,,,,,,46029,1317,1101,216,663,39,267,108,241,8,663,108,241,2346,319,266,207,341,243,970,1721,495,1226,525,238,287,14,0,14,0,0,0,0,0,0,35,8,27,51,51,0,515,193,322,1256,339,917,1346
39035103500,Census Tract 1035,1545,1545,4833.801,0.3196242608,822,291,182,109,61,48,531,265,266,822,346,343,87,36,10,0,0,55603,55603,59286,36174,,,,16250,25469,30250,61902,1129,822,307,427,10,285,90,36,6,427,90,36,1545,102,52,36,149,241,965,1210,149,1061,197,0,197,0,0,0,12,0,12,0,0,0,59,14,45,67,27,40,217,63,154,1042,100,942,691
39035103602,Census Tract 1036.02,3303,3303,3705.775,0.8913114655,2009,494,360,134,39,95,1515,898,617,2009,1331,505,119,37,12,5,0,52679,52679,73922,8828,,,,,59432,,75609,2287,2009,278,1577,80,719,396,211,171,1577,396,211,3102,381,151,206,164,219,1981,2309,270,2039,508,401,107,10,10,0,60,19,41,10,6,4,117,23,94,88,9,79,376,54,322,2072,239,1833,2133
39035103800,Census Tract 1038,1503,1503,4443.071,0.3382795596,668,409,186,223,94,129,259,143,116,668,199,285,83,70,26,5,0,26850,26850,33024,19375,,,,,,27202,34107,934,668,266,296,23,75,78,90,30,296,78,90,1503,209,40,204,204,272,574,1147,310,837,160,74,86,0,0,0,17,12,5,0,0,0,43,21,22,136,36,100,652,202,450,675,175,500,716
39035103900,Census Tract 1039,2287,2287,5962.998,0.3835318928,776,548,252,296,122,174,228,132,96,776,156,255,118,130,96,21,0,29444,29444,30000,,,,,,35167,26840,31719,930,776,154,379,18,130,87,119,25,379,87,119,2258,387,217,258,489,224,683,1380,474,906,328,185,143,89,62,27,13,0,13,0,0,0,141,42,99,307,99,208,1002,408,594,825,199,626,1078
39035104100,Census Tract 1041,968,968,3660.824,0.2644213023,529,125,74,51,16,35,404,243,161,529,293,162,29,16,12,17,0,38681,38681,60833,,,,,11500,,12300,60833,633,529,104,406,34,215,97,28,32,406,97,28,968,139,84,89,124,121,411,641,99,542,111,63,48,1,0,1,4,0,4,0,0,0,150,140,10,61,10,51,257,171,86,564,78,486,623
39035104200,Census Tract 1042,1351,1351,2349.239,0.5750798845,757,297,195,102,12,90,460,289,171,757,376,279,54,14,34,0,0,57708,57708,75982,27652,,,,,,,76964,793,757,36,606,71,321,103,89,22,606,103,89,1351,206,52,78,80,123,812,756,41,715,438,256,182,52,39,13,37,0,37,0,0,0,19,0,19,49,0,49,135,52,83,707,28,679,1013
39035104300,Census Tract 1043,2114,2114,11445.61,0.1846996975,1121,324,260,64,23,41,797,524,273,1121,465,479,116,56,5,0,0,82112,82112,82500,,,,,,96319,70682,84625,1248,1121,127,713,81,495,41,84,12,713,41,84,2114,86,181,50,96,76,1625,1725,143,1582,222,155,67,12,12,0,77,0,77,0,0,0,23,7,16,55,0,55,77,0,77,1687,143,1544,1207
39035104400,Census Tract 1044,1187,1187,2724.395,0.4356931383,674,147,83,64,11,53,527,314,213,674,421,166,19,20,24,19,5,41389,41389,42500,,,,,48824,,,46736,790,674,116,356,0,191,68,30,67,356,68,30,1187,240,131,27,131,65,593,950,236,714,180,156,24,0,0,0,7,0,7,13,0,13,37,6,31,0,0,0,163,96,67,818,140,678,513
39035104600,Census Tract 1046,1024,1024,6955.249,0.147226937,486,226,59,167,57,110,260,143,117,486,254,88,89,1,26,28,0,16818,16818,18810,6607,,,,,,25625,18571,649,486,163,341,9,83,78,117,54,341,78,117,1024,303,87,111,177,71,275,504,176,328,266,156,110,18,0,18,0,0,0,0,0,0,182,139,43,54,30,24,517,272,245,250,72,178,665
39035104800,Census Tract 1048,1701,1701,1353.485,1.2567556298,717,348,160,188,48,140,369,229,140,717,264,200,149,42,44,14,4,35250,35250,31750,45179,,,,,,27404,36500,905,717,188,468,37,201,84,92,54,468,84,92,1636,317,62,130,153,303,671,1206,428,778,211,25,186,0,0,0,55,6,49,0,0,0,52,6,46,112,44,68,371,97,274,1012,367,645,1004
39035104900,Census Tract 1049,2328,2328,9622.477,0.2419335534,837,572,218,354,121,233,265,131,134,837,210,258,131,150,16,50,22,29814,29814,30972,23922,,,,,,31250,29760,1090,837,253,417,0,90,108,170,49,417,108,170,2328,548,116,119,430,354,761,1295,428,867,400,60,340,7,7,0,8,8,0,0,0,0,387,167,220,231,113,118,1220,506,714,659,157,502,1188
39035105100,Census Tract 1051,4483,4483,4868.556,0.920806969,1495,1045,478,567,153,414,450,249,201,1495,368,306,414,138,163,38,68,31378,31378,30327,37264,,,,37778,26875,35526,30114,1786,1495,291,923,40,314,316,231,22,923,316,231,4460,284,750,568,774,586,1498,3089,981,2108,344,174,170,0,0,0,62,0,62,0,0,0,416,233,183,549,214,335,1673,790,883,2081,555,1526,2751
39035105300,Census Tract 1053,3268,3268,13108.52,0.2493034717,1161,742,411,331,157,174,419,169,250,1161,359,235,137,182,180,68,0,31708,31708,33917,,,,,28750,,25889,35685,1403,1161,242,708,39,202,221,236,10,708,221,236,3268,272,472,314,655,268,1287,1986,559,1427,270,32,238,346,168,178,0,0,0,18,0,18,404,155,249,244,144,100,1717,672,1045,1281,324,957,2075
39035105400,Census Tract 1054,3286,3286,8068.697,0.4072528521,1390,740,248,492,116,376,650,328,322,1390,440,457,241,175,54,23,0,32083,32083,35463,,,,,,2499,24097,35139,1662,1390,272,816,3,338,163,256,56,816,163,256,3286,620,383,439,506,252,1086,2168,659,1509,658,554,104,1,1,0,12,0,12,0,0,0,147,93,54,300,135,165,958,375,583,1527,457,1070,2044
39035105500,Census Tract 1055,2264,2264,13682.38,0.1654683342,811,519,237,282,71,211,292,115,177,811,257,194,121,125,36,37,41,33694,33694,34000,18350,,,,45625,,39375,34139,969,811,158,561,32,220,188,96,25,561,188,96,2264,224,120,175,542,480,723,1506,275,1231,342,137,205,0,0,0,73,0,73,0,0,0,218,47,171,125,60,65,1124,220,904,781,155,626,1598
39035105602,Census Tract 1056.02,2565,2565,3800.926,0.6748355591,1023,554,213,341,54,287,469,221,248,1023,353,288,158,83,110,0,31,25402,25402,31394,20536,,,,30750,,24000,32857,1168,1023,145,736,21,272,188,221,34,736,188,221,2549,415,175,382,599,396,582,1326,379,947,757,379,378,48,38,10,56,0,56,0,0,0,314,149,165,48,27,21,887,368,519,849,225,624,1756
39035105700,Census Tract 1057,4078,4078,6461.134,0.6311585227,2264,809,471,338,100,238,1455,640,815,2264,1382,374,143,291,74,0,0,26752,26752,27582,12011,,,,,,27879,29241,2473,2264,209,1317,11,879,276,89,62,1317,276,89,4078,164,230,602,1016,625,1441,2678,426,2252,596,242,354,0,0,0,20,20,0,0,0,0,315,297,18,469,11,458,717,319,398,2440,404,2036,2171
39035105900,Census Tract 1059,3131,3131,5253.294,0.5960070085,1445,683,394,289,182,107,762,334,428,1445,614,399,201,151,69,11,0,39208,39208,40625,,,,,,,41020,39513,1564,1445,119,490,38,159,147,95,51,490,147,95,3131,371,145,248,277,327,1763,2676,655,2021,130,69,61,0,0,0,57,0,57,0,0,0,155,0,155,113,40,73,411,21,390,2488,634,1854,1224
39035106100,Census Tract 1061,3683,3683,5904.036,0.6238106122,1629,901,590,311,104,207,728,410,318,1629,590,535,242,203,42,17,0,55052,55052,53333,57813,,,,,66607,39071,55417,1713,1629,84,486,11,179,92,133,71,486,92,133,3683,277,63,288,294,323,2438,3047,546,2501,230,44,186,0,0,0,205,0,205,0,0,0,58,36,22,143,2,141,771,134,637,2444,450,1994,1126
39035106200,Census Tract 1062,3993,3993,9875.963,0.4043150007,1719,965,531,434,80,354,754,399,355,1719,652,542,159,156,166,44,0,46493,46493,49832,,,,,43929,,44851,49627,1924,1719,205,796,66,485,147,83,15,796,147,83,3975,93,377,472,592,621,1820,2695,324,2371,128,53,75,20,20,0,141,141,0,162,162,0,544,56,488,285,186,99,1050,263,787,2430,279,2151,1866
39035106300,Census Tract 1063,2662,2662,5721.916,0.4652287964,1144,638,295,343,92,251,506,302,204,1144,434,370,148,102,34,26,30,32569,32569,41681,23679,,,,26179,,25721,43210,1409,1144,265,640,0,272,133,209,26,640,133,209,2662,164,293,141,416,502,1146,2158,406,1752,263,88,175,12,12,0,9,0,9,0,0,0,129,52,77,91,40,51,467,117,350,1847,341,1506,1444
39035106400,Census Tract 1064,1076,1076,11377.13,0.0945757278,524,218,159,59,0,59,306,196,110,524,283,90,58,63,19,0,11,34167,34167,34792,28802,,,,,,22308,45893,563,524,39,260,0,103,60,83,14,260,60,83,1076,108,59,45,87,163,614,835,166,669,85,24,61,0,0,0,5,0,5,0,0,0,85,8,77,66,14,52,288,43,245,682,144,538,466
39035106500,Census Tract 1065,2622,2622,5241.005,0.5002857156,1190,583,265,318,80,238,607,278,329,1190,523,311,170,64,85,27,10,47063,47063,44867,,,,,70764,,62625,43977,1269,1190,79,360,27,160,101,72,0,360,101,72,2595,97,104,194,214,574,1412,1795,326,1469,289,26,263,0,0,0,0,0,0,0,0,0,380,43,337,131,0,131,582,86,496,1622,283,1339,1093
39035106600,Census Tract 1066,3491,3491,5759.492,0.6061298354,1402,762,400,362,60,302,640,288,352,1402,480,443,218,143,26,52,40,40769,40769,44896,,,,,33770,64625,34121,47083,1616,1402,214,650,29,409,104,34,74,650,104,34,3457,235,176,129,839,518,1560,2349,384,1965,590,41,549,0,0,0,18,9,9,0,0,0,180,64,116,320,42,278,461,133,328,2196,315,1881,1830
39035106800,Census Tract 1068,3044,3044,13156.49,0.2313686395,1224,581,247,334,112,222,643,274,369,1224,541,209,171,122,136,25,20,24231,24231,31290,,,82563,,9608,2499,,30040,1401,1224,177,737,18,327,67,291,34,737,67,291,3044,427,288,321,366,394,1248,2009,573,1436,358,199,159,35,35,0,133,0,133,6,6,0,256,151,105,247,72,175,954,333,621,1521,426,1095,1929
39035106900,Census Tract 1069,3391,3391,6916.626,0.4902679086,1833,867,636,231,28,203,966,558,408,1833,797,710,187,113,26,0,0,42034,42034,42852,34153,,,,,,33387,44102,2076,1833,243,798,7,321,331,104,35,798,331,104,3391,169,70,131,388,624,2009,2608,316,2292,475,33,442,40,0,40,16,0,16,0,0,0,202,21,181,50,0,50,411,41,370,2442,296,2146,1328
39035107000,Census Tract 1070,1642,1642,1486.263,1.1047842693,773,378,295,83,36,47,395,218,177,773,293,265,113,90,2,0,10,55670,55670,56116,,,,,,,93382,54960,822,773,49,129,6,63,32,26,2,129,32,26,1642,63,32,63,76,254,1154,1285,79,1206,104,21,83,0,0,0,74,21,53,0,0,0,125,0,125,54,37,17,307,51,256,1140,65,1075,356
39035107101,Census Tract 1071.01,4889,4889,2913.868,1.6778382757,1566,174,148,26,11,15,1392,957,435,1566,1000,527,39,0,0,0,0,90227,90227,104602,,,67614,,,51786,125083,103920,2084,1566,518,1408,131,914,238,108,17,1408,238,108,2658,357,195,34,68,104,1900,2055,228,1827,459,305,154,23,23,0,35,0,35,0,0,0,31,17,14,55,13,42,186,60,126,1914,185,1729,1945
39035107701,Census Tract 1077.01,3321,3321,4311.817,0.7702089739,2255,300,213,87,20,67,1955,1245,710,2255,1441,716,98,0,0,0,0,59834,59834,66944,15399,,42321,,60417,,,67813,2702,2255,447,2206,163,1241,293,408,101,2206,293,408,3321,474,267,133,223,148,2076,2204,417,1787,589,296,293,72,0,72,364,131,233,0,0,0,55,10,45,37,20,17,237,55,182,2060,372,1688,3177
39035107802,Census Tract 1078.02,3969,3969,6715.569,0.5910147074,2214,449,181,268,111,157,1765,1067,698,2214,1518,583,42,30,0,41,0,21557,21557,47273,,,41118,,,2499,,47966,2804,2214,590,2156,90,903,420,437,306,2156,420,437,3603,1240,417,190,208,400,1148,1348,555,793,1234,856,378,71,5,66,815,342,473,0,0,0,0,0,0,135,89,46,41,0,41,1327,555,772,3162
39035108201,Census Tract 1082.01,1561,1561,1949.918,0.8005465662,812,310,195,115,57,58,502,234,268,812,383,281,69,46,25,8,0,30185,30185,38950,,,53125,,104375,,112768,38250,1082,812,270,625,79,259,136,110,41,625,136,110,1561,213,129,101,237,145,736,877,216,661,409,208,201,0,0,0,185,0,185,0,0,0,90,19,71,0,0,0,107,10,97,851,216,635,1065
39035108301,Census Tract 1083.01,1309,1309,2473.277,0.5292572784,746,247,177,70,4,66,499,339,160,746,432,214,69,24,7,0,0,25403,25403,34145,21450,,32847,,,26023,36471,21648,944,746,198,607,35,243,121,156,52,607,121,156,1309,285,120,65,131,217,491,570,139,431,341,194,147,0,0,0,323,92,231,0,0,0,0,0,0,75,45,30,185,12,173,417,139,278,914
39035108400,Census Tract 1084,1228,1228,5697.961,0.2155156703,541,275,146,129,18,111,266,187,79,541,257,102,41,75,53,13,0,21375,21375,14643,20000,,29879,,,,10724,16971,656,541,115,371,9,108,128,66,60,371,128,66,1228,160,140,228,216,312,172,375,242,133,266,124,142,2,2,0,533,152,381,0,0,0,6,0,6,46,8,38,164,120,44,255,122,133,737
39035108701,Census Tract 1087.01,4518,4518,8034.803,0.5623037636,1709,1005,166,839,119,720,704,296,408,1709,664,290,335,234,127,25,34,14296,14296,43274,12997,,,,,,,43274,1936,1709,227,1430,219,483,97,433,198,1430,97,433,4498,1880,641,296,759,241,681,218,83,135,4148,2697,1451,7,7,0,0,0,0,0,0,0,30,30,0,95,0,95,31,20,11,218,83,135,3682
39035109301,Census Tract 1093.01,1061,1061,3602.166,0.294544994,703,131,35,96,0,96,572,268,304,703,537,105,34,21,6,0,0,9200,9200,2499,9901,,,,,,,2499,747,703,44,586,82,221,82,74,127,586,82,74,1056,321,241,59,121,107,207,134,121,13,818,407,411,0,0,0,86,86,0,0,0,0,0,0,0,18,7,11,54,49,5,87,79,8,711
39035109701,Census Tract 1097.01,2410,2410,8172.438,0.2948936443,636,493,8,485,0,485,143,54,89,636,143,115,227,58,89,4,0,5833,5833,,5453,,,,,,,,707,636,71,636,0,80,157,144,255,636,157,144,1782,1249,359,18,140,0,16,102,102,0,1635,1479,156,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,125,125,0,0,0,0,1782
39035109801,Census Tract 1098.01,2322,2322,8062.041,0.2880163924,982,630,18,612,44,568,352,157,195,982,315,341,151,114,35,26,0,9413,9413,18750,9261,,,,,,,,1057,982,75,982,245,288,117,166,166,982,117,166,2322,1141,429,322,167,71,192,53,40,13,2251,1834,417,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,39,26,13,14,14,0,2322
39035110501,Census Tract 1105.01,681,681,1458.732,0.4668438618,284,120,55,65,29,36,164,84,80,284,138,38,69,0,27,12,0,16818,16818,14957,27625,,,,,,,14957,406,284,122,171,0,107,45,12,7,171,45,12,655,118,44,154,106,29,204,285,178,107,324,119,205,7,7,0,11,0,11,7,0,7,21,12,9,0,0,0,38,29,9,285,178,107,375
39035110801,Census Tract 1108.01,955,955,3346.758,0.2853507429,422,260,98,162,69,93,162,87,75,422,122,148,98,54,0,0,0,25705,25705,23333,26429,,,,,,,24583,697,422,275,288,15,87,17,112,57,288,17,112,955,148,136,93,117,163,298,580,256,324,309,121,188,0,0,0,0,0,0,0,0,0,0,0,0,66,0,66,140,58,82,490,198,292,624
39035110901,Census Tract 1109.01,3047,3047,2369.693,1.2858206293,1278,648,268,380,102,278,630,309,321,1278,550,261,266,40,84,52,25,28095,28095,26711,28019,,,,,,,26711,1588,1278,310,723,36,299,142,227,19,723,142,227,3047,770,228,182,434,513,920,1611,520,1091,1119,447,672,10,0,10,22,0,22,0,0,0,230,158,72,55,55,0,286,192,94,1611,520,1091,2075
39035111202,Census Tract 1112.02,1050,1050,939.4122,1.1177202365,526,203,92,111,20,91,323,194,129,526,296,107,45,68,0,10,0,26445,26445,29375,25701,,,,,,,36250,857,526,331,346,14,125,87,84,36,346,87,84,1050,204,75,53,132,233,353,375,92,283,639,239,400,1,1,0,11,0,11,0,0,0,6,0,6,18,0,18,64,0,64,317,92,225,579
39035111401,Census Tract 1114.01,1196,1196,4566.19,0.2619251518,445,285,47,238,45,193,160,61,99,445,129,128,76,79,28,5,0,23578,23578,,22974,,,,,,,,767,445,322,258,0,110,36,76,36,258,36,76,1196,299,107,108,121,183,378,10,0,10,1177,514,663,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9,10,0,10,683
39035111500,Census Tract 1115,1040,1040,8397.359,0.1238484503,484,271,101,170,6,164,213,111,102,484,198,142,95,38,11,0,0,21711,21711,26250,13973,,,,,,,25000,759,484,275,318,5,116,43,115,39,318,43,115,1040,182,222,41,113,218,264,363,108,255,601,265,336,0,0,0,21,17,4,0,0,0,0,0,0,55,55,0,61,0,61,302,108,194,647
39035111600,Census Tract 1116,860,860,6747.58,0.1274531002,352,196,75,121,22,99,156,75,81,352,129,126,42,10,26,0,19,18362,18362,25833,17917,,,,,,,,682,352,330,206,12,24,73,86,11,206,73,86,860,292,160,59,125,45,179,131,52,79,729,459,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,4,119,44,75,548
39035111700,Census Tract 1117,1315,1315,8574.154,0.1533678921,577,295,78,217,0,217,282,104,178,577,224,157,143,0,35,18,0,26311,26311,,30352,,,,,,25469,,819,577,242,301,32,78,41,124,26,301,41,124,1305,386,122,65,229,176,327,138,74,64,1048,428,620,0,0,0,30,0,30,0,0,0,73,55,18,16,16,0,181,146,35,138,74,64,585
39035111800,Census Tract 1118,675,675,6182.624,0.1091769537,319,200,69,131,20,111,119,55,64,319,114,135,27,38,0,5,0,20956,20956,,18542,,,,,,,,460,319,141,226,0,74,28,77,47,226,28,77,675,182,149,34,50,80,180,27,2,25,602,332,270,0,0,0,0,0,0,0,0,0,0,0,0,46,31,15,2,0,2,27,2,25,472
39035111902,Census Tract 1119.02,640,640,3526.327,0.1814919606,252,75,24,51,18,33,177,44,133,252,160,24,25,0,20,0,23,,,,,,,,,,,,412,252,160,158,0,33,26,61,38,158,26,61,640,156,96,162,67,28,131,14,14,0,598,393,205,0,0,0,21,0,21,0,0,0,0,0,0,7,7,0,0,0,0,14,14,0,318
