GEO_FIPS,Geo_QName,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,SE_A10024_001,SE_A10024_002,SE_A10024_003,SE_A10024_004,SE_A10024_005,SE_A10024_006,SE_A10024_007,SE_A10024_008,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A10044_001,SE_A10044_002,SE_A10044_003,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,SE_B18002_001,SE_B18002_002,SE_B18002_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,SE_A10062B_001
39035138108,Census Tract 1381.08,3669,3669,5867.234,0.6253372602,1553,975,640,335,36,299,578,220,358,1553,515,476,260,227,42,33,0,59263,59263,59310,,,59125,,,,64766,58060,1581,1553,28,202,0,117,33,19,33,202,33,19,3661,111,73,151,137,409,2780,3527,331,3196,48,4,44,0,0,0,75,0,75,0,0,0,0,0,0,11,0,11,139,0,139,3388,331,3057,581
39035138109,Census Tract 1381.09,4008,4008,2494.499,1.6067352436,1821,1094,676,418,185,233,727,296,431,1821,586,769,224,161,66,0,15,50519,50519,49395,,,61771,,,60444,,49824,1860,1821,39,478,0,301,64,79,34,478,64,79,4008,320,84,127,307,303,2867,3562,531,3031,136,0,136,0,0,0,81,0,81,0,0,0,0,0,0,229,0,229,101,0,101,3497,531,2966,897
39035138110,Census Tract 1381.10,4289,4289,5302.992,0.8087886894,1609,1127,840,287,107,180,482,268,214,1609,428,550,277,222,61,30,41,59213,59213,56574,,,128214,,,,83636,55185,1711,1609,102,338,0,90,86,144,18,338,86,144,4222,60,129,199,149,526,3159,3666,344,3322,19,0,19,7,0,7,290,8,282,10,0,10,0,0,0,230,36,194,149,36,113,3601,344,3257,651
39035140100,Census Tract 1401,1543,1543,4569.447,0.3376776263,579,431,155,276,7,269,148,92,56,579,137,165,191,47,39,0,0,54120,54120,73542,53750,,,,,,,73542,686,579,107,81,0,19,0,55,7,81,0,55,1537,168,36,9,255,164,905,218,30,188,1147,171,976,0,0,0,0,0,0,0,0,0,43,0,43,129,12,117,0,0,0,218,30,188,268
39035140301,Census Tract 1403.01,2483,2483,9011.64,0.2755325507,844,597,213,384,56,328,247,85,162,844,198,337,128,69,47,0,65,44875,44875,51563,44688,,,,,,,51563,1006,844,162,339,0,114,43,98,84,339,43,98,2471,620,9,168,422,165,1087,73,26,47,2313,704,1609,0,0,0,0,0,0,0,0,0,85,67,18,0,0,0,0,0,0,73,26,47,1242
39035140302,Census Tract 1403.02,2327,2327,6271.333,0.3710534566,1027,603,472,131,8,123,424,181,243,1027,412,326,111,77,71,25,5,64714,64714,64519,64679,,,,,,,65833,1248,1027,221,329,10,175,63,36,45,329,63,36,2327,217,41,87,272,211,1499,583,136,447,1704,200,1504,0,0,0,9,9,0,0,0,0,0,0,0,31,0,31,58,39,19,525,97,428,1055
39035140400,Census Tract 1404,3087,3087,6913.18,0.4465383623,1270,878,572,306,66,240,392,137,255,1270,359,466,192,143,86,15,9,56458,56458,74464,43147,,,,,,,63750,1435,1270,165,475,0,214,72,152,37,475,72,152,3087,443,72,81,313,189,1989,987,45,942,1644,455,1189,0,0,0,360,96,264,0,0,0,0,0,0,96,0,96,155,69,86,901,45,856,1225
39035140500,Census Tract 1405,3445,3445,6940.087,0.4963914891,1438,854,373,481,124,357,584,255,329,1438,408,522,300,150,45,0,13,41696,41696,56636,38454,,,,,,,56636,1636,1438,198,791,32,321,167,203,68,791,167,203,3445,364,89,187,785,432,1588,821,100,721,2372,402,1970,0,0,0,71,59,12,0,0,0,38,0,38,143,79,64,109,13,96,783,87,696,1994
39035140600,Census Tract 1406,997,997,4637.879,0.2149689497,433,252,187,65,23,42,181,97,84,433,145,153,67,33,30,5,0,77083,77083,92266,50263,,,,,,,92500,497,433,64,126,0,46,30,15,35,126,30,15,997,35,25,129,24,95,689,600,42,558,383,147,236,0,0,0,10,0,10,0,0,0,0,0,0,4,0,4,21,0,21,579,42,537,348
39035140701,Census Tract 1407.01,2632,2632,6441.398,0.4086069125,994,627,328,299,39,260,367,81,286,994,253,305,283,107,0,46,0,42188,42188,115417,25656,,,,,,,115370,1135,994,141,469,13,77,75,304,0,469,75,304,2595,396,543,59,145,135,1317,760,130,630,1648,868,780,0,0,0,23,0,23,0,0,0,51,0,51,113,0,113,67,0,67,707,130,577,1285
39035140702,Census Tract 1407.02,1647,1647,6375.181,0.2583455985,727,349,171,178,89,89,378,101,277,727,358,147,92,84,21,11,14,34332,34332,44250,26750,,,,,,,43250,800,727,73,400,44,165,84,93,14,400,84,93,1640,331,181,40,95,243,750,612,207,405,1028,345,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,593,207,386,801
39035140800,Census Tract 1408,3751,3751,5111.5,0.7338354463,1578,705,572,133,0,133,873,322,551,1578,752,455,100,17,42,137,75,48832,48832,53397,29810,,57798,,,53438,,53846,1771,1578,193,925,27,471,239,134,54,925,239,134,3734,147,111,259,924,321,1972,2365,250,2115,1176,217,959,0,0,0,161,50,111,0,0,0,8,0,8,24,0,24,51,0,51,2314,250,2064,1570
39035140900,Census Tract 1409,2060,2060,7762.567,0.265376133,765,526,370,156,12,144,239,90,149,765,196,261,143,94,33,17,21,65640,65640,59844,67600,,,,,,36000,62125,814,765,49,229,0,94,43,92,0,229,43,92,2056,121,46,135,254,261,1239,887,126,761,1126,176,950,0,0,0,21,0,21,0,0,0,10,0,10,12,0,12,72,8,64,815,118,697,771
39035141000,Census Tract 1410,848,848,2660.607,0.3187242566,435,140,28,112,0,112,295,99,196,435,207,162,37,0,13,16,0,24883,24883,40625,19853,,,,,,68636,31786,710,435,275,413,14,148,91,141,19,413,91,141,848,210,45,49,111,79,354,298,47,251,474,241,233,9,0,9,25,0,25,0,0,0,11,0,11,31,16,15,52,17,35,269,30,239,794
39035141100,Census Tract 1411,4007,4007,9615.015,0.4167440158,2341,535,425,110,71,39,1806,811,995,2341,1261,805,161,58,56,0,0,43322,43322,48958,15458,,23500,,,,52979,49083,2718,2341,377,1859,46,875,359,379,200,1859,359,379,4007,895,213,104,209,239,2347,2728,632,2096,333,126,207,11,11,0,752,443,309,0,0,0,21,0,21,162,0,162,173,0,173,2576,632,1944,2998
39035141200,Census Tract 1412,2890,2890,5553.976,0.5203479707,1512,654,550,104,25,79,858,410,448,1512,727,486,156,77,55,11,0,84861,84861,95972,62404,,58750,,,,58657,101250,1698,1512,186,752,39,438,103,88,84,752,103,88,2890,180,9,47,20,149,2485,2199,188,2011,260,0,260,0,0,0,294,48,246,0,0,0,33,0,33,104,0,104,69,38,31,2151,150,2001,1051
39035141300,Census Tract 1413,2873,2873,4899.334,0.5864061918,843,469,377,92,15,77,374,157,217,843,188,308,168,110,57,6,6,93224,93224,99519,,,69231,,,75781,,99712,943,843,100,365,23,185,67,77,13,365,67,77,2193,317,34,45,145,50,1602,1787,269,1518,74,7,67,0,0,0,227,108,119,0,0,0,0,0,0,105,12,93,106,20,86,1701,249,1452,985
39035141400,Census Tract 1414,2503,2503,4295.977,0.5826382207,926,669,602,67,21,46,257,120,137,926,182,341,220,108,67,0,8,129643,129643,129464,81071,,159286,,,,109821,129509,1007,926,81,72,0,25,16,9,22,72,16,9,2368,92,22,5,46,118,2085,2180,97,2083,83,5,78,0,0,0,91,9,82,0,0,0,6,0,6,8,8,0,37,0,37,2143,97,2046,182
39035141500,Census Tract 1415,1596,1596,4287.757,0.372222574,740,435,331,104,30,74,305,140,165,740,250,283,122,85,0,0,0,68690,68690,75875,29408,,82500,,,,66394,86429,846,740,106,363,4,211,100,48,0,363,100,48,1596,26,14,54,249,89,1164,1308,31,1277,242,56,186,0,0,0,37,7,30,0,0,0,0,0,0,9,0,9,82,0,82,1235,31,1204,686
39035141601,Census Tract 1416.01,1542,1542,4249.862,0.3628352718,692,381,316,65,0,65,311,156,155,692,246,249,110,40,19,28,0,95722,95722,94615,96488,,237083,,,,,95104,765,692,73,121,0,89,29,3,0,121,29,3,1542,37,6,2,69,83,1345,1138,20,1118,253,17,236,0,0,0,92,3,89,0,0,0,0,0,0,59,5,54,54,7,47,1084,13,1071,318
39035141602,Census Tract 1416.02,1399,1399,6961.049,0.2009754485,586,388,229,159,29,130,198,96,102,586,169,207,144,53,0,13,0,79286,79286,91080,51875,,100938,,,,,91080,660,586,74,183,6,94,36,47,0,183,36,47,1399,180,46,17,74,81,1001,488,18,470,733,135,598,40,0,40,39,4,35,0,0,0,4,0,4,95,86,9,8,0,8,488,18,470,518
39035141700,Census Tract 1417,1337,1337,4326.36,0.3090357948,607,371,321,50,16,34,236,102,134,607,186,232,102,81,6,0,0,90168,90168,90000,82000,,,,,127981,,90139,676,607,69,78,0,59,5,0,14,78,5,0,1321,13,17,23,41,42,1185,1097,24,1073,154,12,142,0,0,0,7,0,7,4,0,4,6,6,0,53,11,42,44,0,44,1068,24,1044,136
39035150100,Census Tract 1501,2244,2244,6492.873,0.3456097094,1060,510,111,399,28,371,550,256,294,1060,482,281,219,46,12,20,0,26250,26250,,26359,,,,,,,,1741,1060,681,614,0,253,111,180,70,614,111,180,2189,331,89,151,488,506,624,0,0,0,2185,571,1614,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171
39035150300,Census Tract 1503,1321,1321,5951.333,0.2219670516,632,366,98,268,54,214,266,116,150,632,235,248,112,7,24,0,6,32250,32250,15208,33785,,,,,,,15208,1214,632,582,371,0,131,57,127,56,371,57,127,1321,138,109,199,98,168,609,124,112,12,1149,286,863,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,124,112,12,813
39035150400,Census Tract 1504,1679,1679,10308.77,0.1628710249,609,392,146,246,45,201,217,92,125,609,184,186,64,99,40,28,8,23527,23527,,24107,,,,,,,,1052,609,443,349,26,95,65,124,39,349,65,124,1679,396,213,170,233,139,528,34,15,19,1635,764,871,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,34,15,19,977
39035151100,Census Tract 1511,1283,1283,5229.458,0.2453409051,644,278,95,183,51,132,366,157,209,644,285,212,93,48,6,0,0,19242,19242,,19659,,,,,,,,1177,644,533,487,52,132,90,186,27,487,90,186,1259,302,48,114,277,117,401,51,48,3,1203,416,787,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,47,44,3,889
39035151200,Census Tract 1512,1799,1799,5625.847,0.3197740685,1060,340,75,265,28,237,720,397,323,1060,661,198,167,34,0,0,0,17273,17273,,17244,,,,,,,,1392,1060,332,922,31,300,172,303,116,922,172,303,1760,362,166,285,122,196,629,40,17,23,1690,782,908,12,6,6,0,0,0,0,0,0,0,0,0,18,8,10,1,1,0,39,16,23,1460
39035151300,Census Tract 1513,2028,2028,3706.691,0.5471187511,1280,353,268,85,8,77,927,289,638,1280,915,244,72,26,0,23,0,15563,15563,,16020,,,,,,,,1635,1280,355,868,59,493,174,62,80,868,174,62,1867,193,244,192,221,206,811,363,169,194,1449,426,1023,0,0,0,21,0,21,0,0,0,0,0,0,34,34,0,0,0,0,363,169,194,1066
39035151400,Census Tract 1514,1179,1179,4722.659,0.2496474887,492,325,126,199,56,143,167,101,66,492,147,228,72,22,23,0,0,22143,22143,,20476,,,,,,,,988,492,496,205,0,66,84,30,25,205,84,30,1132,132,38,104,333,74,451,56,1,55,1068,273,795,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,56,1,55,371
39035151500,Census Tract 1515,1122,1122,4387.417,0.2557313007,478,271,58,213,74,139,207,131,76,478,207,111,87,65,8,0,0,21111,21111,,20194,,,,,,,,863,478,385,345,0,90,109,146,0,345,109,146,1027,167,212,87,113,89,359,51,7,44,912,459,453,39,0,39,0,0,0,6,0,6,9,0,9,10,0,10,9,0,9,51,7,44,713
39035151600,Census Tract 1516,1686,1686,5277.137,0.3194914417,795,393,67,326,73,253,402,201,201,795,359,236,66,85,18,31,0,27578,27578,33897,22750,,33438,,,,,,1304,795,509,734,36,295,39,277,87,734,39,277,1666,319,408,24,81,300,534,128,48,80,1437,685,752,12,0,12,80,9,71,0,0,0,9,9,0,0,0,0,51,29,22,106,48,58,1549
39035151700,Census Tract 1517,1013,1013,5368.219,0.1887031909,424,209,84,125,22,103,215,58,157,424,207,55,81,65,7,9,0,21071,21071,22500,20750,,,,,,,22500,741,424,317,216,30,8,44,81,53,216,44,81,1013,183,53,172,189,127,289,135,91,44,780,286,494,0,0,0,0,0,0,0,0,0,0,0,0,98,31,67,36,36,0,135,91,44,483
39035151800,Census Tract 1518,1846,1846,8044.267,0.2294802138,761,367,98,269,41,228,394,169,225,761,354,144,85,108,42,20,8,23938,23938,,22414,,,,,,,,1190,761,429,569,20,194,135,137,83,569,135,137,1825,461,112,104,448,323,377,10,1,9,1719,676,1043,5,0,5,0,0,0,0,0,0,0,0,0,91,0,91,9,0,9,10,1,9,1313
39035152101,Census Tract 1521.01,2389,2389,5806.429,0.4114405163,954,655,556,99,8,91,299,127,172,954,199,413,162,138,34,0,8,98125,98125,98375,98466,,,,,,,98375,1115,954,161,72,0,45,9,18,0,72,9,18,2389,20,0,0,64,129,2176,1892,18,1874,468,2,466,0,0,0,0,0,0,0,0,0,10,0,10,19,0,19,16,0,16,1886,18,1868,170
39035152102,Census Tract 1521.02,4016,4016,7291.296,0.5507936716,1783,908,453,455,45,410,875,234,641,1783,774,419,311,200,28,9,42,45689,45689,51250,44589,,,,,,,50655,2245,1783,462,547,32,293,37,169,16,547,37,169,4002,233,193,64,500,401,2611,1663,84,1579,2217,406,1811,0,0,0,21,0,21,0,0,0,10,0,10,91,0,91,95,12,83,1596,72,1524,1181
39035152201,Census Tract 1522.01,3425,3425,11627.82,0.29455233,1977,729,253,476,36,440,1248,585,663,1977,1157,495,217,90,18,0,0,25039,25039,37727,24291,,,,,11212,,38864,2185,1977,208,1768,35,644,371,673,45,1768,371,673,3425,263,363,469,570,256,1504,565,105,460,2710,897,1813,8,0,8,46,46,0,0,0,0,28,0,28,68,47,21,65,10,55,555,95,460,3092
39035152202,Census Tract 1522.02,4350,4350,5101.502,0.8526900511,1924,1089,492,597,140,457,835,372,463,1924,789,506,329,154,105,41,0,42003,42003,40554,46789,,,,,,,40168,2101,1924,177,950,30,470,178,197,75,950,178,197,4350,169,467,125,609,359,2621,1388,320,1068,2817,441,2376,0,0,0,16,0,16,0,0,0,29,0,29,100,0,100,38,0,38,1358,320,1038,2165
39035152301,Census Tract 1523.01,2340,2340,9675.675,0.2418435916,1315,467,242,225,17,208,848,384,464,1315,769,322,130,64,0,30,0,35374,35374,37083,31653,,,,,50357,,42772,1784,1315,469,891,0,406,197,267,21,891,197,267,2340,196,45,214,157,272,1456,1048,151,897,1205,292,913,0,0,0,0,0,0,0,0,0,0,0,0,87,12,75,20,6,14,1034,151,883,1394
39035152302,Census Tract 1523.02,4091,4091,6231.209,0.6565339299,1616,1062,665,397,90,307,554,299,255,1616,403,535,399,107,121,51,0,53625,53625,54375,43393,,126307,,,,77434,52303,1861,1616,245,447,44,108,102,193,0,447,102,193,4082,130,330,356,363,406,2497,1886,166,1720,1895,633,1262,0,0,0,99,0,99,3,0,3,36,17,19,163,0,163,130,30,100,1805,166,1639,1335
39035152303,Census Tract 1523.03,3434,3434,2629.927,1.3057396405,1641,857,532,325,3,322,784,315,469,1641,692,508,233,151,57,0,0,46038,46038,48682,43250,,,,,,,48986,1797,1641,156,692,6,277,243,101,65,692,243,101,3434,88,105,255,408,622,1956,1898,247,1651,1441,201,1240,0,0,0,26,0,26,0,0,0,0,0,0,69,0,69,44,0,44,1877,247,1630,1645
39035152400,Census Tract 1524,2003,2003,8450.061,0.2370397083,723,448,180,268,20,248,275,92,183,723,242,193,85,79,55,53,16,38087,38087,38548,37986,,,,,,,38952,828,723,105,258,0,81,109,59,9,258,109,59,2003,98,170,226,460,85,964,694,188,506,1246,288,958,0,0,0,8,0,8,0,0,0,14,0,14,41,18,23,30,18,12,680,178,502,756
39035152501,Census Tract 1525.01,3809,3809,7064.749,0.5391557799,1599,845,334,511,102,409,754,423,331,1599,660,490,189,110,74,59,17,39502,39502,46154,37195,,,,,,92941,42308,1789,1599,190,740,26,200,229,156,129,740,229,156,3669,509,163,346,401,565,1685,1441,286,1155,2116,695,1421,0,0,0,1,0,1,0,0,0,0,0,0,111,37,74,38,0,38,1403,286,1117,1971
39035152502,Census Tract 1525.02,2219,2219,1605.765,1.3818955918,982,576,221,355,97,258,406,166,240,982,370,303,158,148,3,0,0,39722,39722,43000,40199,,,,,,,43000,1242,982,260,524,0,221,105,167,31,524,105,167,2158,347,121,164,242,197,1087,751,119,632,1369,513,856,0,0,0,0,0,0,0,0,0,27,0,27,11,0,11,0,0,0,751,119,632,1295
39035152603,Census Tract 1526.03,1124,1124,1583.836,0.7096693112,489,278,120,158,6,152,211,97,114,489,203,115,116,20,31,4,0,38299,38299,56042,34839,,,,,,,56042,550,489,61,288,0,129,77,35,47,288,77,35,1124,188,62,52,130,217,475,147,14,133,867,266,601,5,5,0,0,0,0,0,0,0,56,0,56,49,17,32,0,0,0,147,14,133,688
39035152604,Census Tract 1526.04,3901,3901,4576.029,0.852485803,2215,940,621,319,74,245,1275,510,765,2215,1254,541,318,69,0,33,0,33293,33293,38929,26621,,,,,,,39554,2560,2215,345,1408,16,613,294,361,124,1408,294,361,3901,492,175,168,698,328,2040,1336,155,1181,2513,670,1843,10,10,0,22,0,22,0,0,0,0,0,0,20,0,20,25,14,11,1311,141,1170,1793
39035152701,Census Tract 1527.01,2257,2257,6763.177,0.3337189207,1618,219,75,144,8,136,1399,513,886,1618,1368,135,90,16,9,0,0,14704,14704,,14331,,,,,24063,,,1763,1618,145,1500,35,352,465,618,30,1500,465,618,2073,299,126,313,444,305,586,76,18,58,1953,715,1238,0,0,0,5,0,5,0,0,0,0,0,0,39,5,34,18,0,18,76,18,58,1882
39035152702,Census Tract 1527.02,2240,2240,2880.225,0.7777171168,994,588,389,199,67,132,406,165,241,994,334,375,170,70,36,0,9,44952,44952,,44915,,,,,,,,1194,994,200,324,0,209,91,24,0,324,91,24,2202,124,15,157,272,332,1302,407,113,294,1635,183,1452,0,0,0,10,0,10,0,0,0,113,0,113,37,0,37,33,19,14,374,94,280,717
39035152703,Census Tract 1527.03,1755,1755,2422.177,0.7245547084,775,396,251,145,13,132,379,133,246,775,336,218,136,50,15,20,0,51144,51144,59844,50568,,62031,,,41875,,59844,859,775,84,204,0,105,45,38,16,204,45,38,1651,72,11,59,128,67,1314,578,31,547,981,103,878,0,0,0,27,0,27,0,0,0,0,0,0,65,8,57,19,0,19,571,31,540,383
39035153103,Census Tract 1531.03,2297,2297,2273.707,1.010244449,997,665,557,108,30,78,332,141,191,997,283,422,134,81,77,0,0,66793,66793,66087,,,,,,,43558,68816,1077,997,80,153,10,52,23,26,42,153,23,26,2291,34,66,13,87,240,1851,2168,113,2055,17,0,17,0,0,0,39,0,39,0,0,0,10,0,10,57,0,57,128,0,128,2040,113,1927,440
39035153104,Census Tract 1531.04,2927,2927,4786.302,0.6115368102,1195,817,568,249,130,119,378,190,188,1195,328,447,156,195,40,0,29,62297,62297,62714,,,,,,,,62413,1245,1195,50,151,0,95,49,7,0,151,49,7,2917,92,130,47,312,210,2126,2777,169,2608,99,77,22,0,0,0,12,0,12,0,0,0,6,0,6,23,23,0,121,57,64,2730,158,2572,388
39035153105,Census Tract 1531.05,3656,3656,5797.2,0.630649254,1828,843,555,288,99,189,985,486,499,1828,853,527,237,133,75,3,0,47340,47340,47644,34676,,,,,70625,30292,49159,1892,1828,64,859,11,425,187,167,69,859,187,167,3634,174,87,242,337,375,2419,3355,429,2926,128,37,91,10,0,10,36,0,36,0,0,0,0,0,0,105,37,68,145,0,145,3220,429,2791,1537
39035153106,Census Tract 1531.06,3878,3878,5037.846,0.7697734507,1466,1026,834,192,69,123,440,152,288,1466,343,504,281,233,32,45,28,77614,77614,79432,,,,,,,30125,79886,1494,1466,28,275,0,125,61,74,15,275,61,74,3838,53,9,55,218,228,3275,3602,106,3496,0,0,0,0,0,0,129,0,129,0,0,0,59,0,59,48,11,37,160,21,139,3512,96,3416,633
39035153107,Census Tract 1531.07,3545,3545,2132.236,1.6625737262,1654,924,748,176,61,115,730,327,403,1654,682,514,209,172,37,30,10,78684,78684,80000,31033,,217188,,,,78289,81413,1760,1654,106,593,9,342,88,147,7,593,88,147,3522,41,138,140,66,163,2974,3142,266,2876,204,50,154,0,0,0,123,3,120,0,0,0,0,0,0,53,0,53,111,48,63,3031,218,2813,863
39035154100,Census Tract 1541,2038,2038,8999.761,0.22645047,797,518,248,270,42,228,279,142,137,797,257,212,155,91,74,8,0,40078,40078,55500,34098,,,,,,,53750,938,797,141,307,0,104,113,80,10,307,113,80,2038,179,184,75,219,317,1064,837,132,705,1166,298,868,6,0,6,0,0,0,0,0,0,0,0,0,29,8,21,65,0,65,778,132,646,766
39035154200,Census Tract 1542,1337,1337,2718.854,0.4917513131,631,295,123,172,2,170,336,220,116,631,258,248,44,38,10,33,0,42981,42981,42885,50179,,,,,,,38125,794,631,163,358,0,181,67,104,6,358,67,104,1337,99,105,217,119,122,675,634,154,480,659,267,392,0,0,0,0,0,0,0,0,0,20,0,20,24,0,24,63,19,44,610,154,456,824
39035154300,Census Tract 1543,993,993,1450.421,0.6846286547,376,192,74,118,12,106,184,59,125,376,180,58,52,27,45,0,14,25208,25208,,24625,,,,,,,,440,376,64,198,17,50,65,62,4,198,65,62,993,131,187,46,221,86,322,18,15,3,967,349,618,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,18,15,3,541
39035154400,Census Tract 1544,2797,2797,3224.813,0.8673372232,1040,679,440,239,51,188,361,124,237,1040,304,248,237,112,90,49,0,47000,47000,67417,32159,,,,,,,67417,1205,1040,165,368,7,161,105,87,8,368,105,87,2797,180,70,106,166,227,2048,1714,136,1578,826,122,704,4,0,4,64,9,55,0,0,0,100,0,100,89,89,0,0,0,0,1714,136,1578,870
39035154501,Census Tract 1545.01,3374,3374,3944.809,0.8553012601,1546,678,411,267,91,176,868,314,554,1546,757,379,222,75,80,20,13,35389,35389,35611,38571,,,,,,,35861,1780,1546,234,702,0,200,176,315,11,702,176,315,3180,208,280,301,392,390,1609,1818,240,1578,1213,541,672,0,0,0,71,0,71,0,0,0,0,0,0,78,8,70,191,35,156,1672,235,1437,1298
39035154502,Census Tract 1545.02,2650,2650,2014.466,1.3154848594,1254,757,401,356,101,255,497,183,314,1254,378,607,134,104,31,0,0,47500,47500,62609,39208,,,,,,,62609,1456,1254,202,426,12,206,115,63,30,426,115,63,2650,79,66,66,363,179,1897,1163,77,1086,1377,134,1243,0,0,0,18,0,18,0,0,0,11,0,11,81,0,81,98,0,98,1163,77,1086,852
39035154601,Census Tract 1546.01,4827,4827,5038.449,0.9580330102,1893,1051,719,332,35,297,842,347,495,1893,708,454,306,244,131,24,26,49519,49519,56369,39750,,,,,,,56964,2218,1893,325,637,14,287,87,189,60,637,87,189,4638,200,273,379,476,395,2915,2575,361,2214,1875,453,1422,32,27,5,0,0,0,0,0,0,37,11,26,119,0,119,169,32,137,2479,340,2139,1536
39035154603,Census Tract 1546.03,3084,3084,6321.624,0.4878493646,1252,831,447,384,99,285,421,164,257,1252,412,373,166,202,99,0,0,44719,44719,50170,35500,,,,,,,50170,1351,1252,99,365,0,119,49,150,47,365,49,150,3059,61,126,142,510,286,1934,1763,28,1735,1143,289,854,0,0,0,22,0,22,6,0,6,26,0,26,99,12,87,76,0,76,1713,28,1685,1084
39035154604,Census Tract 1546.04,4349,4349,7858.058,0.5534446492,1702,1107,554,553,99,454,595,259,336,1702,532,425,444,169,76,23,33,54674,54674,52935,56667,,,,,,,55417,1783,1702,81,445,0,141,168,102,34,445,168,102,4324,205,132,56,278,852,2801,2327,106,2221,1962,287,1675,0,0,0,0,0,0,0,0,0,27,0,27,8,0,8,150,0,150,2188,106,2082,1211
39035154700,Census Tract 1547,2365,2365,2992.108,0.7904125425,1078,617,263,354,30,324,461,208,253,1078,374,339,292,38,25,10,0,38347,38347,,38644,,,,,,,,1218,1078,140,558,33,206,132,155,32,558,132,155,2365,299,232,139,150,331,1214,90,11,79,2143,638,1505,0,0,0,21,21,0,0,0,0,13,0,13,98,0,98,65,32,33,90,11,79,1372
39035155101,Census Tract 1551.01,5476,5476,1387.434,3.9468534217,2095,1695,1581,114,59,55,400,112,288,2095,361,989,233,325,131,24,32,122232,122232,112045,,,192614,,,,,113125,2139,2095,44,135,0,16,91,13,15,135,91,13,5471,39,24,25,408,271,4704,4454,63,4391,61,25,36,0,0,0,800,0,800,0,0,0,33,0,33,123,0,123,138,35,103,4349,28,4321,307
39035155102,Census Tract 1551.02,2914,2914,2423.015,1.2026337574,1120,893,749,144,14,130,227,114,113,1120,217,456,182,188,77,0,0,95924,95924,95679,,,,,,,,95679,1175,1120,55,41,10,7,0,0,24,41,0,0,2914,18,21,47,51,75,2702,2895,86,2809,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,10,0,10,2885,86,2799,92
39035156101,Census Tract 1561.01,1331,1331,386.0535,3.4477090241,541,376,324,52,13,39,165,63,102,541,144,204,90,62,25,0,16,89821,89821,89464,,,,,,,,88393,558,541,17,39,0,14,15,0,10,39,15,0,1331,11,15,0,23,42,1240,1261,26,1235,0,0,0,0,0,0,39,0,39,0,0,0,11,0,11,20,0,20,58,0,58,1220,26,1194,55
39035156102,Census Tract 1561.02,5838,5838,958.4185,6.0912845928,2195,1711,1502,209,60,149,484,163,321,2195,405,864,405,320,166,21,14,110423,110423,110524,,,,,,,,111290,2398,2195,203,147,11,65,13,19,39,147,13,19,5838,72,3,23,197,206,5337,5603,97,5506,1,1,0,0,0,0,100,0,100,0,0,0,14,0,14,120,0,120,127,27,100,5527,70,5457,314
39035160100,Census Tract 1601,1794,1794,4250.053,0.4221123804,721,487,415,72,32,40,234,108,126,721,132,349,92,85,49,14,0,129688,129688,129375,,,134750,,,,,129375,794,721,73,165,6,128,17,3,11,165,17,3,1794,39,0,29,17,55,1654,1655,60,1595,16,0,16,3,3,0,59,5,54,0,0,0,0,0,0,61,0,61,31,0,31,1632,60,1572,343
39035160200,Census Tract 1602,2248,2248,11840.31,0.189859953,1091,493,371,122,27,95,598,311,287,1091,460,409,67,114,24,0,17,73075,73075,73719,63750,,,,,,89688,72688,1209,1091,118,679,48,487,105,35,4,679,105,35,2248,43,48,27,50,398,1682,1934,118,1816,142,0,142,4,0,4,23,0,23,0,0,0,0,0,0,145,0,145,114,0,114,1893,118,1775,1178
